Period_start;Period_end;Name;Picture;Picture_saved;Term/Details
1679;1680;Charles Drelincurtius;//upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Charles_Drelincourt_d_Y.jpg/62pxCharles_Drelincourt_d_Y.jpg;pictures/Charles Drelincurtius.jpg;
1680;1681;Friedrich Spanheim jr.;//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Friedrich_Spanheim_jr.jpg/62pxFriedrich_Spanheim_jr.jpg;pictures/Friedrich Spanheim jr..jpg;2
1681;1682;Johannes Voet;//upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Johannes_Voet.jpg/62pxJohannes_Voet.jpg;pictures/Johannes Voet.jpg;
1682;1683;Theodorus Rijcke;//upload.wikimedia.org/wikipedia/commons/thumb/e/e4/TheodorusRycke.jpg/62pxTheodorusRycke.jpg;pictures/Theodorus Rijcke.jpg;
1683;1684;Antonius Hulsius;//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Antonius_Hulsius.jpg/62pxAntonius_Hulsius.jpg;pictures/Antonius Hulsius.jpg;
1684;1685;Lucas Schacht;//upload.wikimedia.org/wikipedia/commons/thumb/1/13/LucasSchacht.jpg/62pxLucasSchacht.jpg;pictures/Lucas Schacht.jpg;
1685;1686;Wolferdus Senguerdius;//upload.wikimedia.org/wikipedia/commons/thumb/f/f7/WolferdusSenguerdius.jpg/62pxWolferdusSenguerdius.jpg;pictures/Wolferdus Senguerdius.jpg;1
1686;1687;Johannes Voet;//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Denhaag_kunstwerk_johannes_voet.jpg/62pxDenhaag_kunstwerk_johannes_voet.jpg;pictures/Johannes Voet.jpg;2
1687;1688;Friedrich Spanheim jr.;//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Friedrich_Spanheim_jr.jpg/62pxFriedrich_Spanheim_jr.jpg;pictures/Friedrich Spanheim jr..jpg;3
1688;1689;Charles Drelincurtius;//upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Charles_Drelincourt_d_Y.jpg/62pxCharles_Drelincourt_d_Y.jpg;pictures/Charles Drelincurtius.jpg;2
1689;1690;Jacobus Trigland jr.;//upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Jacobus_Trigland_d_J.jpg/62pxJacobus_Trigland_d_J.jpg;pictures/Jacobus Trigland jr..jpg;
1690;1691;Paul Hermann;;;
1691;1692;Wolferdus Senguerdius;//upload.wikimedia.org/wikipedia/commons/thumb/f/f7/WolferdusSenguerdius.jpg/62pxWolferdusSenguerdius.jpg;pictures/Wolferdus Senguerdius.jpg;2
1692;1693;Friedrich Spanheim jr.;//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Friedrich_Spanheim_jr.jpg/62pxFriedrich_Spanheim_jr.jpg;pictures/Friedrich Spanheim jr..jpg;4
1693;1694;Philippus Reinhardus Vitriarius;//upload.wikimedia.org/wikipedia/commons/thumb/f/f3/PhilippReinhardVitriarius.jpg/62pxPhilippReinhardVitriarius.jpg;pictures/Philippus Reinhardus Vitriarius.jpg;
1694;1695;Charles Drelincurtius;//upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Charles_Drelincourt_d_Y.jpg/62pxCharles_Drelincourt_d_Y.jpg;pictures/Charles Drelincurtius.jpg;3
1695;1696;Johannes a Marck;//upload.wikimedia.org/wikipedia/commons/thumb/5/57/JohannesaMarck.jpg/62pxJohannesaMarck.jpg;pictures/Johannes a Marck.jpg;1
1696;1697;Govert Bidloo;//upload.wikimedia.org/wikipedia/commons/thumb/0/06/Govard_Bidloo_portrait.jpg/62pxGovard_Bidloo_portrait.jpg;pictures/Govert Bidloo.jpg;
1697;1698;Burchard de Volder;;;
1698;1699;Gerard Noodt;//upload.wikimedia.org/wikipedia/commons/thumb/4/49/GerhardNoodt.jpg/62pxGerhardNoodt.jpg;pictures/Gerard Noodt.jpg;
1699;1700;Jacobus Trigland jr.;//upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Jacobus_Trigland_d_J.jpg/62pxJacobus_Trigland_d_J.jpg;pictures/Jacobus Trigland jr..jpg;2
1700;1701;Frederick Dekkers;//upload.wikimedia.org/wikipedia/commons/thumb/f/f8/FrederikDekkers01.jpg/62pxFrederikDekkers01.jpg;pictures/Frederick Dekkers.jpg;
1701;1702;Wolferdus Senguerdius;//upload.wikimedia.org/wikipedia/commons/thumb/f/f7/WolferdusSenguerdius.jpg/62pxWolferdusSenguerdius.jpg;pictures/Wolferdus Senguerdius.jpg;3
1702;1703;Philippus Reinhardus Vitriarius;//upload.wikimedia.org/wikipedia/commons/thumb/f/f3/PhilippReinhardVitriarius.jpg/62pxPhilippReinhardVitriarius.jpg;pictures/Philippus Reinhardus Vitriarius.jpg;2
1703;1704;Jacobus Gronovius;//upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Jakob_Gronovius__Imagines_philologorum.jpg/62pxJakob_Gronovius__Imagines_philologorum.jpg;pictures/Jacobus Gronovius.jpg;1
1704;1705;Salomon van Til;//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/SalomonvanTil.jpg/62pxSalomonvanTil.jpg;pictures/Salomon van Til.jpg;
1705;1706;Gerard Noodt;//upload.wikimedia.org/wikipedia/commons/thumb/4/49/GerhardNoodt.jpg/62pxGerhardNoodt.jpg;pictures/Gerard Noodt.jpg;2
1706;1707;Jacobus le Mort;//upload.wikimedia.org/wikipedia/commons/thumb/8/80/JacobusleMort.jpg/62pxJacobusleMort.jpg;pictures/Jacobus le Mort.jpg;
1707;1708;Jacob Perizonius;//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Jakob_Perizonius__Imagines_philologorum.jpg/62pxJakob_Perizonius__Imagines_philologorum.jpg;pictures/Jacob Perizonius.jpg;
1708;1709;Franciscus Fabricius;//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/FranciscusFabricius.jpg/62pxFranciscusFabricius.jpg;pictures/Franciscus Fabricius.jpg;1
1709;1710;Johannes Voet;//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Denhaag_kunstwerk_johannes_voet.jpg/62pxDenhaag_kunstwerk_johannes_voet.jpg;pictures/Johannes Voet.jpg;3
1710;1711;Bernhard Friedrich Albinus;//upload.wikimedia.org/wikipedia/commons/thumb/5/5d/BernhardusAlbinus16531721.jpg/62pxBernhardusAlbinus16531721.jpg;pictures/Bernhard Friedrich Albinus.jpg;
1711;1712;Jacobus Gronovius;//upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Jakob_Gronovius__Imagines_philologorum.jpg/62pxJakob_Gronovius__Imagines_philologorum.jpg;pictures/Jacobus Gronovius.jpg;2
1712;1713;Johannes a Marck;//upload.wikimedia.org/wikipedia/commons/thumb/5/57/JohannesaMarck.jpg/62pxJohannesaMarck.jpg;pictures/Johannes a Marck.jpg;2
1713;1714;Philippus Reinhardus Vitriarius;//upload.wikimedia.org/wikipedia/commons/thumb/f/f3/PhilippReinhardVitriarius.jpg/62pxPhilippReinhardVitriarius.jpg;pictures/Philippus Reinhardus Vitriarius.jpg;3
1714;1715;Herman Boerhaave;//upload.wikimedia.org/wikipedia/commons/thumb/2/25/Arent_de_Gelder__Herman_Boerhaave.jpg/62pxArent_de_Gelder__Herman_Boerhaave.jpg;pictures/Herman Boerhaave.jpg;1
1715;1716;Wolferdus Senguerdius;//upload.wikimedia.org/wikipedia/commons/thumb/f/f7/WolferdusSenguerdius.jpg/62pxWolferdusSenguerdius.jpg;pictures/Wolferdus Senguerdius.jpg;4
1716;1717;Franciscus Fabricius;//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/FranciscusFabricius.jpg/62pxFranciscusFabricius.jpg;pictures/Franciscus Fabricius.jpg;2
1717;1718;Antonius Schultingh;//upload.wikimedia.org/wikipedia/commons/thumb/6/61/AntoniusSchultingh.jpg/62pxAntoniusSchultingh.jpg;pictures/Antonius Schultingh.jpg;
1718;1719;Johannes Jacobus Rau;//upload.wikimedia.org/wikipedia/commons/thumb/0/0a/JohannesJacobRau.jpg/62pxJohannesJacobRau.jpg;pictures/Johannes Jacobus Rau.jpg;
1719;1720;Petrus Burmannus Senior;//upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Pieter_Burmann_der_%C3%84ltere__Imagines_philologorum.jpg/62pxPieter_Burmann_der_%C3%84ltere__Imagines_philologorum.jpg;pictures/Petrus Burmannus Senior.jpg;1
1720;1721;Tako Hajo van den Honert;//upload.wikimedia.org/wikipedia/commons/thumb/6/69/T_H_v_d_Honert.jpg/62pxT_H_v_d_Honert.jpg;pictures/Tako Hajo van den Honert.jpg;1
1721;1722;Johann Jacob Vitriarius;//upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Johannes_Jacobus_Vitriarius.jpg/62pxJohannes_Jacobus_Vitriarius.jpg;pictures/Johann Jacob Vitriarius.jpg;
1722;1723;Hermannus Oosterdijk Schacht;//upload.wikimedia.org/wikipedia/commons/thumb/1/16/HermannusOosterdijkSchach.jpg/62pxHermannusOosterdijkSchach.jpg;pictures/Hermannus Oosterdijk Schacht.jpg;1
1723;1724;Willem Jacob 's Gravesande;//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Gravesande.jpg/62pxGravesande.jpg;pictures/Willem Jacob 's Gravesande.jpg;
1724;1725;Franciscus Fabricius;//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/FranciscusFabricius.jpg/62pxFranciscusFabricius.jpg;pictures/Franciscus Fabricius.jpg;3
1725;1726;Johann Ortwin Westenberg;//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Johann_Ortwin_Westenberg.jpg/62pxJohann_Ortwin_Westenberg.jpg;pictures/Johann Ortwin Westenberg.jpg;1
1726;1727;Bernhard Siegfried Albinus;//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Bernhard_Siegfried_Albinus.jpg/62pxBernhard_Siegfried_Albinus.jpg;pictures/Bernhard Siegfried Albinus.jpg;
1727;1728;Jacobus Wittichius;//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Jacob_Wittich.jpg/62pxJacob_Wittich.jpg;pictures/Jacobus Wittichius.jpg;1
1728;1729;Johannes Wesselius;//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Johannes_Wessel.jpg/62pxJohannes_Wessel.jpg;pictures/Johannes Wesselius.jpg;1
1729;1730;Antonius Schultingh;//upload.wikimedia.org/wikipedia/commons/thumb/6/61/AntoniusSchultingh.jpg/62pxAntoniusSchultingh.jpg;pictures/Antonius Schultingh.jpg;2
1730;1731;Herman Boerhaave;//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/HermanBoerhaaveL_B.jpg/62pxHermanBoerhaaveL_B.jpg;pictures/Herman Boerhaave.jpg;2
1731;1732;Petrus Burmannus Senior;//upload.wikimedia.org/wikipedia/commons/thumb/5/5e/PieterBurman_d_E.jpg/62pxPieterBurman_d_E.jpg;pictures/Petrus Burmannus Senior.jpg;2
1732;1733;Tako Hajo van den Honert;//upload.wikimedia.org/wikipedia/commons/thumb/6/69/T_H_v_d_Honert.jpg/62pxT_H_v_d_Honert.jpg;pictures/Tako Hajo van den Honert.jpg;2
1733;1734;Johann Ortwin Westenberg;//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Johann_Ortwin_Westenberg.jpg/62pxJohann_Ortwin_Westenberg.jpg;pictures/Johann Ortwin Westenberg.jpg;2
1734;1735;Hermannus Oosterdijk Schacht;//upload.wikimedia.org/wikipedia/commons/thumb/1/16/HermannusOosterdijkSchach.jpg/62pxHermannusOosterdijkSchach.jpg;pictures/Hermannus Oosterdijk Schacht.jpg;2
1735;1736;Jacobus Wittichius;//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Jacob_Wittich.jpg/62pxJacob_Wittich.jpg;pictures/Jacobus Wittichius.jpg;2
1736;1737;Franciscus Fabricius;//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/FranciscusFabricius.jpg/62pxFranciscusFabricius.jpg;pictures/Franciscus Fabricius.jpg;4
1737;1738;Johann Jacob Vitriarius;//upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Johannes_Jacobus_Vitriarius.jpg/62pxJohannes_Jacobus_Vitriarius.jpg;pictures/Johann Jacob Vitriarius.jpg;2
1738;1739;Bernhard Siegfried Albinus;//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Bernhard_Siegfried_Albinus.jpg/62pxBernhard_Siegfried_Albinus.jpg;pictures/Bernhard Siegfried Albinus.jpg;2
1739;1740;Albertus Schultens;//upload.wikimedia.org/wikipedia/commons/thumb/8/8f/AlbertSchultens.jpg/62pxAlbertSchultens.jpg;pictures/Albertus Schultens.jpg;
1740;1741;Johannes Wesselius;//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Johannes_Wessel.jpg/62pxJohannes_Wessel.jpg;pictures/Johannes Wesselius.jpg;2
1741;1742;Joannes Conradus Rücker;//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/J_C_Ruecker.jpg/62pxJ_C_Ruecker.jpg;pictures/Joannes Conradus Rücker.jpg;1
1742;1743;Adriaan van Royen;//upload.wikimedia.org/wikipedia/commons/thumb/4/41/Adriaan_van_Royen.jpg/62pxAdriaan_van_Royen.jpg;pictures/Adriaan van Royen.jpg;
1743;1744;Pieter van Musschenbroeck;//upload.wikimedia.org/wikipedia/commons/thumb/0/06/P_v_Musschenbroek_tE.jpg/62pxP_v_Musschenbroek_tE.jpg;pictures/Pieter van Musschenbroeck.jpg;
1744;1745;Johan van den Honert;//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Johan_van_den_Honert.jpg/62pxJohan_van_den_Honert.jpg;pictures/Johan van den Honert.jpg;
1745;1746;Gerlach Scheltinga;//upload.wikimedia.org/wikipedia/commons/thumb/d/df/G_Scheltinga.jpg/62pxG_Scheltinga.jpg;pictures/Gerlach Scheltinga.jpg;
1746;1747;Hiëronymus David Gaubius;//upload.wikimedia.org/wikipedia/commons/thumb/2/23/HieronymusDavidGaub.jpg/62pxHieronymusDavidGaub.jpg;pictures/Hiëronymus David Gaubius.jpg;
1747;1748;Tiberius Hemsterhuis;//upload.wikimedia.org/wikipedia/commons/thumb/0/03/Tiberius_Hemsterhuis_LB.jpg/62pxTiberius_Hemsterhuis_LB.jpg;pictures/Tiberius Hemsterhuis.jpg;
1748;1749;Johannes Alberti;//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Johannes_alberti.jpeg/62pxJohannes_alberti.jpeg;pictures/Johannes Alberti.jpg;
1749;1750;Joachim Schwartz;//upload.wikimedia.org/wikipedia/commons/thumb/6/6f/JoachimSchwartz.jpg/62pxJoachimSchwartz.jpg;pictures/Joachim Schwartz.jpg;
1750;1751;Frederik Winter;//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/FrederikWinterLB.jpg/62pxFrederikWinterLB.jpg;pictures/Frederik Winter.jpg;
1751;1752;Franciscus van Oudendorp;//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/FranzOudendorp.jpg/62pxFranzOudendorp.jpg;pictures/Franciscus van Oudendorp.jpg;
1752;1753;Joannes Esgers;//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/JohannEsgers.jpg/62pxJohannEsgers.jpg;pictures/Joannes Esgers.jpg;
1753;1754;Andreas Weiss;//upload.wikimedia.org/wikipedia/commons/thumb/6/62/AndreasWeissBasLB.jpg/62pxAndreasWeissBasLB.jpg;pictures/Andreas Weiss.jpg;
1754;1755;Frederik Bernard Albinus;;;
1755;1756;Johannes Lulofs;//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Johannes_Lulofs.jpg/62pxJohannes_Lulofs.jpg;pictures/Johannes Lulofs.jpg;
1756;1757;Bernhardinus de Moor;//upload.wikimedia.org/wikipedia/commons/thumb/e/ea/BernarddeMoor.jpg/62pxBernarddeMoor.jpg;pictures/Bernhardinus de Moor.jpg;
1757;1758;Joannes Conradus Rücker;//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/J_C_Ruecker.jpg/62pxJ_C_Ruecker.jpg;pictures/Joannes Conradus Rücker.jpg;2
1758;1759;Adriaan van Royen;//upload.wikimedia.org/wikipedia/commons/thumb/4/41/Adriaan_van_Royen.jpg/62pxAdriaan_van_Royen.jpg;pictures/Adriaan van Royen.jpg;2
1759;1760;Johannes Nicolaus Sebastianus Allamand;//upload.wikimedia.org/wikipedia/commons/thumb/f/f8/J_N_S_Allamand.jpg/62pxJ_N_S_Allamand.jpg;pictures/Johannes Nicolaus Sebastianus Allamand.jpg;
1760;1761;Joannes Jacobus Schultens;//upload.wikimedia.org/wikipedia/commons/thumb/7/75/JanJacobSchultens.jpg/62pxJanJacobSchultens.jpg;pictures/Joannes Jacobus Schultens.jpg;
1761;1762;Gerlach Scheltinga;//upload.wikimedia.org/wikipedia/commons/thumb/d/df/G_Scheltinga.jpg/62pxG_Scheltinga.jpg;pictures/Gerlach Scheltinga.jpg;2
1762;1763;Hiëronymus David Gaubius;//upload.wikimedia.org/wikipedia/commons/thumb/2/23/HieronymusDavidGaub.jpg/62pxHieronymusDavidGaub.jpg;pictures/Hiëronymus David Gaubius.jpg;2
1763;1764;David van Royen;;;
1764;1765;Ewaldus Hollebeek;//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Ewald_Hollebeek.jpg/62pxEwald_Hollebeek.jpg;pictures/Ewaldus Hollebeek.jpg;
1765;1766;Frederik Willem Pestel;//upload.wikimedia.org/wikipedia/commons/thumb/4/47/FriedrichWilhelmPestel.jpg/62pxFriedrichWilhelmPestel.jpg;pictures/Frederik Willem Pestel.jpg;
1766;1767;Frederik Bernard Albinus;;;2
1767;1768;David Ruhnken;//upload.wikimedia.org/wikipedia/commons/thumb/1/18/DavidRhunkenius.jpg/62pxDavidRhunkenius.jpg;pictures/David Ruhnken.jpg;
1768;1769;Aegidius Gillissen;//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Aegidius_Gillisen.jpg/62pxAegidius_Gillisen.jpg;pictures/Aegidius Gillissen.jpg;
1769;1770;Bavius Voorda;//upload.wikimedia.org/wikipedia/commons/thumb/6/63/BaviusVoorda.jpg/62pxBaviusVoorda.jpg;pictures/Bavius Voorda.jpg;
1770;1771;Adriaan van Royen;//upload.wikimedia.org/wikipedia/commons/thumb/6/64/AdriaanvanRoyen.jpg/62pxAdriaanvanRoyen.jpg;pictures/Adriaan van Royen.jpg;3
1771;1772;Lodewijk Caspar Valckenaer;;;
1772;1773;Hermannus Scholten;//upload.wikimedia.org/wikipedia/commons/thumb/1/1c/HermannScholten.jpg/62pxHermannScholten.jpg;pictures/Hermannus Scholten.jpg;
1773;1774;Dionysius Godefridus van der Keessel;//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/DionysiusGodefridusvande.jpg/62pxDionysiusGodefridusvande.jpg;pictures/Dionysius Godefridus van der Keessel.jpg;
1774;1775;Hiëronymus David Gaubius;//upload.wikimedia.org/wikipedia/commons/thumb/2/23/HieronymusDavidGaub.jpg/62pxHieronymusDavidGaub.jpg;pictures/Hiëronymus David Gaubius.jpg;3
1775;1776;Didericus van der Kemp;//upload.wikimedia.org/wikipedia/commons/thumb/3/32/DidericusvanderKemp.jpg/62pxDidericusvanderKemp.jpg;pictures/Didericus van der Kemp.jpg;
1776;1777;Nicolaas Hoogvliet;//upload.wikimedia.org/wikipedia/commons/thumb/5/50/NicolaasHoogvliet.jpg/62pxNicolaasHoogvliet.jpg;pictures/Nicolaas Hoogvliet.jpg;
1777;1778;Frederik Willem Pestel;//upload.wikimedia.org/wikipedia/commons/thumb/4/47/FriedrichWilhelmPestel.jpg/62pxFriedrichWilhelmPestel.jpg;pictures/Frederik Willem Pestel.jpg;2
1778;1778;Frederik Bernard Albinus;;;(3) +
1778;1779;Gualtherus van Doeveren;//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/GualtherusvanDoeveren.jpg/62pxGualtherusvanDoeveren.jpg;pictures/Gualtherus van Doeveren.jpg;
