Period_start;Period_end;Name;Picture;Picture_saved;Term/Details
1779;1780;Dionysius van de Wijnpersse;//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/DionysiusvandeWijnpersse.jpg/62pxDionysiusvandeWijnpersse.jpg;pictures/Dionysius van de Wijnpersse.jpg;
1780;1781;Ewaldus Hollebeek;//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Ewald_Hollebeek.jpg/62pxEwald_Hollebeek.jpg;pictures/Ewaldus Hollebeek.jpg;2
1781;1782;Bavius Voorda;//upload.wikimedia.org/wikipedia/commons/thumb/6/63/BaviusVoorda.jpg/62pxBaviusVoorda.jpg;pictures/Bavius Voorda.jpg;2
1782;1783;Eduard Sandifort;//upload.wikimedia.org/wikipedia/commons/thumb/c/c7/EduardSandifurt.jpg/62pxEduardSandifurt.jpg;pictures/Eduard Sandifort.jpg;1
1783;1784;Adriaan Kluit;//upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Adriaan_Kluit.jpeg/62pxAdriaan_Kluit.jpeg;pictures/Adriaan Kluit.jpg;
1784;1785;Carolus Boers;//upload.wikimedia.org/wikipedia/commons/thumb/1/17/CarolusBoers.jpg/62pxCarolusBoers.jpg;pictures/Carolus Boers.jpg;
1785;1786;Dionysius Godefridus van der Keessel;//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/DionysiusGodefridusvande.jpg/62pxDionysiusGodefridusvande.jpg;pictures/Dionysius Godefridus van der Keessel.jpg;2
1786;1787;Nicolaus Georgius Oosterdijk Johanszoon;//upload.wikimedia.org/wikipedia/commons/thumb/4/42/NicolausGeorgiusOosterdijk.jpg/62pxNicolausGeorgiusOosterdijk.jpg;pictures/Nicolaus Georgius Oosterdijk Johanszoon.jpg;
1787;1788;Hendrik Albert Schultens;//upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Hendrik_Albert_Schultens.jpg/62pxHendrik_Albert_Schultens.jpg;pictures/Hendrik Albert Schultens.jpg;
1788;1789;Frederik Willem Pestel;//upload.wikimedia.org/wikipedia/commons/thumb/4/47/FriedrichWilhelmPestel.jpg/62pxFriedrichWilhelmPestel.jpg;pictures/Frederik Willem Pestel.jpg;3
1789;1790;Jona Willem te Water;//upload.wikimedia.org/wikipedia/commons/thumb/3/36/JonaWillemdeWater.jpg/62pxJonaWillemdeWater.jpg;pictures/Jona Willem te Water.jpg;1
1790;1791;Florentius Jacobus Voltelen;//upload.wikimedia.org/wikipedia/commons/thumb/9/9d/FlorisJacobusVoltelen.jpg/62pxFlorisJacobusVoltelen.jpg;pictures/Florentius Jacobus Voltelen.jpg;
1791;1792;Dionysius Godefridus van der Keessel;//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/DionysiusGodefridusvande.jpg/62pxDionysiusGodefridusvande.jpg;pictures/Dionysius Godefridus van der Keessel.jpg;3
1792;1793;Broërius Broes;//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Bro%C3%ABriusBroes.jpg/62pxBro%C3%ABriusBroes.jpg;pictures/Broërius Broes.jpg;
1793;1794;Nicolaas Paradijs;//upload.wikimedia.org/wikipedia/commons/thumb/f/f7/NicolaasParadijs.jpg/62pxNicolaasParadijs.jpg;pictures/Nicolaas Paradijs.jpg;
1794;1795;Johan Luzac;//upload.wikimedia.org/wikipedia/commons/thumb/e/eb/JohannLucac.jpg/62pxJohannLucac.jpg;pictures/Johan Luzac.jpg;
1795;1796;Nicolaas Smallenburg;//upload.wikimedia.org/wikipedia/commons/thumb/6/60/NicolaasSmallenburg.jpg/62pxNicolaasSmallenburg.jpg;pictures/Nicolaas Smallenburg.jpg;1
1796;1797;Sebald Justinus Brugmans;//upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Sebald_Justinus_Brugmans.jpg/62pxSebald_Justinus_Brugmans.jpg;pictures/Sebald Justinus Brugmans.jpg;
1797;1798;Sebald Fulco Johannes Rau;//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/SebaldFulcoJohannesRau.jpg/62pxSebaldFulcoJohannesRau.jpg;pictures/Sebald Fulco Johannes Rau.jpg;
1798;1799;Johannes van der Palm;//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Van_der_palm.jpeg/62pxVan_der_palm.jpeg;pictures/Johannes van der Palm.jpg;
1799;1800;Meinardus Simon du Pui;//upload.wikimedia.org/wikipedia/commons/thumb/3/31/MeinardSimonduPui.jpg/62pxMeinardSimonduPui.jpg;pictures/Meinardus Simon du Pui.jpg;
1800;1801;Jona Willem te Water;//upload.wikimedia.org/wikipedia/commons/thumb/3/36/JonaWillemdeWater.jpg/62pxJonaWillemdeWater.jpg;pictures/Jona Willem te Water.jpg;2
1801;1802;Eduard Hageman;//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/EduardHageman.jpg/62pxEduardHageman.jpg;pictures/Eduard Hageman.jpg;1
1802;1803;Eduard Sandifort;//upload.wikimedia.org/wikipedia/commons/thumb/c/c7/EduardSandifurt.jpg/62pxEduardSandifurt.jpg;pictures/Eduard Sandifort.jpg;2
1803;1804;Joannes van Voorst;//upload.wikimedia.org/wikipedia/commons/thumb/6/62/JohannesvanVoorst.jpg/62pxJohannesvanVoorst.jpg;pictures/Joannes van Voorst.jpg;1
1804;1805;Sebald Fulco Johannes Rau;//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/SebaldFulcoJohannesRau.jpg/62pxSebaldFulcoJohannesRau.jpg;pictures/Sebald Fulco Johannes Rau.jpg;2
1805;1806;Nicolaas Smallenburg;//upload.wikimedia.org/wikipedia/commons/thumb/6/60/NicolaasSmallenburg.jpg/62pxNicolaasSmallenburg.jpg;pictures/Nicolaas Smallenburg.jpg;2
1806;1807;Nicolaus Georgius Oosterdijk Johanszoon;//upload.wikimedia.org/wikipedia/commons/thumb/4/42/NicolausGeorgiusOosterdijk.jpg/62pxNicolausGeorgiusOosterdijk.jpg;pictures/Nicolaus Georgius Oosterdijk Johanszoon.jpg;2
1807;1808;Simon Speijert van der Eijk;;;
1808;1809;Joannes van Voorst;//upload.wikimedia.org/wikipedia/commons/thumb/6/62/JohannesvanVoorst.jpg/62pxJohannesvanVoorst.jpg;pictures/Joannes van Voorst.jpg;2
1809;1810;Matthijs Siegenbeek;//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Matthijs_Siegenbeek_17741854.gif/62pxMatthijs_Siegenbeek_17741854.gif;pictures/Matthijs Siegenbeek.jpg;1
1810;1811;Eduard Hageman;//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/EduardHageman.jpg/62pxEduardHageman.jpg;pictures/Eduard Hageman.jpg;2
1811;1812;Sebald Justinus Brugmans;//upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Sebald_Justinus_Brugmans.jpg/62pxSebald_Justinus_Brugmans.jpg;pictures/Sebald Justinus Brugmans.jpg;2
1812;1813;Sebald Justinus Brugmans;//upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Sebald_Justinus_Brugmans.jpg/62pxSebald_Justinus_Brugmans.jpg;pictures/Sebald Justinus Brugmans.jpg;3
1813;1816;Joan Melchior Kemper;//upload.wikimedia.org/wikipedia/commons/thumb/5/54/JoanMelchiorKemperGem.jpg/62pxJoanMelchiorKemperGem.jpg;pictures/Joan Melchior Kemper.jpg;
1816;1817;Joannes van Voorst;//upload.wikimedia.org/wikipedia/commons/thumb/6/62/JohannesvanVoorst.jpg/62pxJohannesvanVoorst.jpg;pictures/Joannes van Voorst.jpg;3
1817;1818;Simon Speijert van der Eijk;;;2
1818;1819;Johannes van der Palm;//upload.wikimedia.org/wikipedia/commons/thumb/1/12/Johannes_Hendri_v_d_Palm.jpg/62pxJohannes_Hendri_v_d_Palm.jpg;pictures/Johannes van der Palm.jpg;2
1819;1820;Meinardus Simon du Pui;//upload.wikimedia.org/wikipedia/commons/thumb/3/31/MeinardSimonduPui.jpg/62pxMeinardSimonduPui.jpg;pictures/Meinardus Simon du Pui.jpg;
1820;1821;Nicolaas Smallenburg;//upload.wikimedia.org/wikipedia/commons/thumb/6/60/NicolaasSmallenburg.jpg/62pxNicolaasSmallenburg.jpg;pictures/Nicolaas Smallenburg.jpg;3
1821;1822;Johann Clarisse;//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/JohannClarisseg.jpg/62pxJohannClarisseg.jpg;pictures/Johann Clarisse.jpg;
1822;1823;Cornelis Ekama[4];;;
1823;1824;Matthijs Siegenbeek;//upload.wikimedia.org/wikipedia/commons/thumb/4/42/MatthiasSiegenbeek.jpg/62pxMatthiasSiegenbeek.jpg;pictures/Matthijs Siegenbeek.jpg;2
1824;1825;Gerard Sandifort;//upload.wikimedia.org/wikipedia/commons/thumb/6/62/Sandifort.jpeg/62pxSandifort.jpeg;pictures/Gerard Sandifort.jpg;1
1825;1826;Hendrik Willem Tydeman;//upload.wikimedia.org/wikipedia/commons/thumb/4/45/HWTydeman.jpg/62pxHWTydeman.jpg;pictures/Hendrik Willem Tydeman.jpg;1
1826;1827;Lucas Suringar;//upload.wikimedia.org/wikipedia/commons/thumb/8/8b/LucasSuringar.jpg/62pxLucasSuringar.jpg;pictures/Lucas Suringar.jpg;
1827;1828;Gerard Wttewael van Wickenburgh;//upload.wikimedia.org/wikipedia/commons/thumb/f/fc/GerardWttewaal.jpg/62pxGerardWttewaal.jpg;pictures/Gerard Wttewael van Wickenburgh.jpg;
1828;1829;John Bake;//upload.wikimedia.org/wikipedia/commons/thumb/4/4d/JohnBakeLB.jpg/62pxJohnBakeLB.jpg;pictures/John Bake.jpg;
1829;1830;Michael Jacobus Macquelijn;//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/MichaelJacobusMacquelijn.jpg/62pxMichaelJacobusMacquelijn.jpg;pictures/Michael Jacobus Macquelijn.jpg;
1830;1831;Cornelis Jacobus van Assen;//upload.wikimedia.org/wikipedia/commons/thumb/c/c0/C_J_vanAssen.jpg/62pxC_J_vanAssen.jpg;pictures/Cornelis Jacobus van Assen.jpg;
1831;1832;Wessel Albertus van Hengel;//upload.wikimedia.org/wikipedia/commons/thumb/c/c5/WAvanHengel.jpg/62pxWAvanHengel.jpg;pictures/Wessel Albertus van Hengel.jpg;
1832;1833;Caspar Georg Carl Reinwardt;//upload.wikimedia.org/wikipedia/commons/thumb/7/74/Caspar_Georg_Carl_Reinwardt.jpg/62pxCaspar_Georg_Carl_Reinwardt.jpg;pictures/Caspar Georg Carl Reinwardt.jpg;
1833;1834;Jacob Nieuwenhuis;//upload.wikimedia.org/wikipedia/commons/thumb/9/9e/JNieuwenhuis.jpg/62pxJNieuwenhuis.jpg;pictures/Jacob Nieuwenhuis.jpg;
1834;1835;Jacobus Cornelis Broers;//upload.wikimedia.org/wikipedia/commons/thumb/1/1d/JCBroers.jpg/62pxJCBroers.jpg;pictures/Jacobus Cornelis Broers.jpg;
1835;1836;Henricus Cock;//upload.wikimedia.org/wikipedia/commons/thumb/6/61/HenricusCock.jpg/62pxHenricusCock.jpg;pictures/Henricus Cock.jpg;
1836;1837;Nicolaas Christiaan Kist;//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/NKist.jpg/62pxNKist.jpg;pictures/Nicolaas Christiaan Kist.jpg;(1)[5]
1837;1838;Pieter Johannes Uijlenbroek;;;
1838;1839;Petrus Hofman Peerlkamp;//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Petrus_Hofmann_Peerlkamp__Imagines_philologorum.jpg/62pxPetrus_Hofmann_Peerlkamp__Imagines_philologorum.jpg;pictures/Petrus Hofman Peerlkamp.jpg;
1839;1840;Cornelis Pruijs van der Hoeven;//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/CPruysvanderHoeven.jpg/62pxCPruysvanderHoeven.jpg;pictures/Cornelis Pruijs van der Hoeven.jpg;
1840;1841;Johan Rudolph Thorbecke;//upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Johan_Rudolf_Thorbecke_portrait_by_Johan_Heinrich_Neuman.jpg/62pxJohan_Rudolf_Thorbecke_portrait_by_Johan_Heinrich_Neuman.jpg;pictures/Johan Rudolph Thorbecke.jpg;
1841;1842;Johan Frederik van Oordt;//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Oordt%2C_JF_van.jpg/62pxOordt%2C_JF_van.jpg;pictures/Johan Frederik van Oordt.jpg;
1842;1843;Jan van der Hoeven;//upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Jan_van_der_Hoeven_1801_%E2%80%93_1868.jpg/62pxJan_van_der_Hoeven_1801_%E2%80%93_1868.jpg;pictures/Jan van der Hoeven.jpg;
1843;1844;Johannes Matthias Schrant sr.;//upload.wikimedia.org/wikipedia/commons/thumb/0/02/JMSchrantSr.jpg/62pxJMSchrantSr.jpg;pictures/Johannes Matthias Schrant sr..jpg;
1844;1845;Gerard Sandifort;//upload.wikimedia.org/wikipedia/commons/thumb/6/62/Sandifort.jpeg/62pxSandifort.jpeg;pictures/Gerard Sandifort.jpg;2
1845;1846;Hendrik Willem Tydeman;//upload.wikimedia.org/wikipedia/commons/thumb/4/45/HWTydeman.jpg/62pxHWTydeman.jpg;pictures/Hendrik Willem Tydeman.jpg;2
1846;1847;Joannes Henricus Scholten;//upload.wikimedia.org/wikipedia/commons/thumb/1/1d/JHScholten.jpg/62pxJHScholten.jpg;pictures/Joannes Henricus Scholten.jpg;
1847;1848;Antonius Henricus van der Boon Mesch;//upload.wikimedia.org/wikipedia/commons/thumb/6/63/AHvanderBoonMesch.jpg/62pxAHvanderBoonMesch.jpg;pictures/Antonius Henricus van der Boon Mesch.jpg;
1848;1849;Antonie Rutgers;//upload.wikimedia.org/wikipedia/commons/thumb/2/27/ARutgers.jpg/62pxARutgers.jpg;pictures/Antonie Rutgers.jpg;
1849;1850;Gerardus Conradus Bernardus Suringar;//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/GCBSuringar.jpg/62pxGCBSuringar.jpg;pictures/Gerardus Conradus Bernardus Suringar.jpg;
1850;1851;Johan de Wal;//upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Johan_de_Wal_2.jpg/62pxJohan_de_Wal_2.jpg;pictures/Johan de Wal.jpg;
1851;1852;Nicolaas Christiaan Kist;//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/NKist.jpg/62pxNKist.jpg;pictures/Nicolaas Christiaan Kist.jpg;2
1852;1853;Gideon Jan Verdam;//upload.wikimedia.org/wikipedia/commons/thumb/e/e3/GJVerdam.jpg/62pxGJVerdam.jpg;pictures/Gideon Jan Verdam.jpg;
1853;1854;Theodoor Willem Johannes Juynboll;//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/TJuynboll.jpg/62pxTJuynboll.jpg;pictures/Theodoor Willem Johannes Juynboll.jpg;
1854;1855;Frederik Willem Krieger;//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/FKrieger.jpg/62pxFKrieger.jpg;pictures/Frederik Willem Krieger.jpg;
1855;1856;Simon Vissering;//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/S._Vissering.jpg/62pxS._Vissering.jpg;pictures/Simon Vissering.jpg;
1856;1857;Joannes Henricus Scholten;//upload.wikimedia.org/wikipedia/commons/thumb/e/ee/JHScholten2.jpg/62pxJHScholten2.jpg;pictures/Joannes Henricus Scholten.jpg;2
1857;1858;Frederik Kaiser;//upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Frederik_Kaiser.jpg/62pxFrederik_Kaiser.jpg;pictures/Frederik Kaiser.jpg;
1858;1859;Jan Hendrik Stuffken;//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/JHStuffken.jpg/62pxJHStuffken.jpg;pictures/Jan Hendrik Stuffken.jpg;
1859;1860;Abraham Everard Simon Thomas;//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/AbrThomas.jpg/62pxAbrThomas.jpg;pictures/Abraham Everard Simon Thomas.jpg;
1860;1861;Johan de Wal;//upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Johan_de_Wal_2.jpg/62pxJohan_de_Wal_2.jpg;pictures/Johan de Wal.jpg;2
1861;1862;Abraham Kuenen;//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Abraham_Kuenen.JPG/62pxAbraham_Kuenen.JPG;pictures/Abraham Kuenen.jpg;
1862;1863;Pieter Rijke;//upload.wikimedia.org/wikipedia/commons/thumb/8/83/PLRijke.jpg/62pxPLRijke.jpg;pictures/Pieter Rijke.jpg;
1863;1864;Carel Gabriel Cobet;//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Carel_Gabriel_Cobet__Imagines_philologorum.jpg/62pxCarel_Gabriel_Cobet__Imagines_philologorum.jpg;pictures/Carel Gabriel Cobet.jpg;
1864;1865;Hidde Halbertsma Justuszoon;//upload.wikimedia.org/wikipedia/commons/thumb/4/42/HHalbertsma.jpg/62pxHHalbertsma.jpg;pictures/Hidde Halbertsma Justuszoon.jpg;
1865;1866;Rembt van Boneval Faure;//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/R_T_H_P_BonevalFaure01.jpg/62pxR_T_H_P_BonevalFaure01.jpg;pictures/Rembt van Boneval Faure.jpg;
1866;1867;Johannes Jacobus Prins;//upload.wikimedia.org/wikipedia/commons/thumb/9/94/JJPrins.jpg/62pxJJPrins.jpg;pictures/Johannes Jacobus Prins.jpg;
1867;1868;Willem Frederik Reinier Suringar;//upload.wikimedia.org/wikipedia/commons/thumb/7/71/W.F.R._Suringa.jpg/62pxW.F.R._Suringa.jpg;pictures/Willem Frederik Reinier Suringar.jpg;
1868;1869;Reinhart Pieter Anne Dozy;//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Dozy%2C_RPA.jpg/62pxDozy%2C_RPA.jpg;pictures/Reinhart Pieter Anne Dozy.jpg;
1869;1870;Johan Christiaan Gottlob Evers;//upload.wikimedia.org/wikipedia/commons/thumb/3/3a/JCGEvers.jpg/62pxJCGEvers.jpg;pictures/Johan Christiaan Gottlob Evers.jpg;
1870;1871;Joël Emanuel Goudsmit;//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/JEGoudsmit.jpg/62pxJEGoudsmit.jpg;pictures/Joël Emanuel Goudsmit.jpg;
1871;1872;Lodewijk Willem Ernst Rauwenhoff;//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Rauwenhoff%2C_LWE.jpg/62pxRauwenhoff%2C_LWE.jpg;pictures/Lodewijk Willem Ernst Rauwenhoff.jpg;
1872;1873;David Bierens de Haan;//upload.wikimedia.org/wikipedia/commons/thumb/d/dd/David_Bierens_de_Haan_1.jpg/62pxDavid_Bierens_de_Haan_1.jpg;pictures/David Bierens de Haan.jpg;
1873;1874;Matthias de Vries;//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/MdeVries.jpg/62pxMdeVries.jpg;pictures/Matthias de Vries.jpg;
1874;1875;Adriaan Heynsius;//upload.wikimedia.org/wikipedia/commons/thumb/3/39/AHeynsius.jpg/62pxAHeynsius.jpg;pictures/Adriaan Heynsius.jpg;
1875;1876;Joannes Theodorus Buys;//upload.wikimedia.org/wikipedia/commons/thumb/6/6d/JBuys.jpg/62pxJBuys.jpg;pictures/Joannes Theodorus Buys.jpg;
1876;1877;Joannes Henricus Scholten;//upload.wikimedia.org/wikipedia/commons/thumb/1/1d/JHScholten.jpg/62pxJHScholten.jpg;pictures/Joannes Henricus Scholten.jpg;3
1877;1877;Pieter van Geer;//upload.wikimedia.org/wikipedia/commons/thumb/d/d4/PvanGeer.jpg/62pxPvanGeer.jpg;pictures/Pieter van Geer.jpg;1
1877;1878;Robert Fruin;//upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Robert_Fruin.jpg/62pxRobert_Fruin.jpg;pictures/Robert Fruin.jpg;
1878;1879;Anthony Modderman;//upload.wikimedia.org/wikipedia/commons/thumb/9/98/AEJModderman_01.jpg/62pxAEJModderman_01.jpg;pictures/Anthony Modderman.jpg;
1879;1880;Johan Hendrik Caspar Kern;//upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Johan_Hendrik_Caspar_Kern.jpg/62pxJohan_Hendrik_Caspar_Kern.jpg;pictures/Johan Hendrik Caspar Kern.jpg;
